group,draw,alpha,beta,min_h_f,min_h_r,effort,rear_buffer,rear_end,front_collision,clears_dmin
B,14.0,0.3556240610202934,0.24422172673039452,1.7426696939647428,1.3533884976148727,25.383805068292904,0.0,0.0,0.0,1.0
C,14.0,0.3556240610202934,0.24422172673039452,6.802687301230932,2.106377455471545,37.47348711477102,0.9733831510027517,0.0,0.0,1.0
D,14.0,0.3556240610202934,0.24422172673039452,1.437648714453104,1.4509354805500578,24.991375425333295,0.75,0.0,0.0,1.0
A,15.0,0.3561817722696205,0.20907103938279153,5.557025123768767,2.9811740082553797,42.01677090118207,0.0,0.0,0.0,1.0
B,15.0,0.3561817722696205,0.20907103938279153,1.7187208527476656,1.082147888113866,25.36523599596377,0.0,0.0,0.0,1.0
C,15.0,0.3561817722696205,0.20907103938279153,6.712714314876109,1.9696929693680971,37.62177584572869,0.9544429315473159,0.0,0.0,1.0
D,15.0,0.3561817722696205,0.20907103938279153,1.4178710224392148,1.280611658040499,25.510501303759526,0.75,0.0,0.0,1.0
A,16.0,0.24993852896430294,0.2537680329220846,5.421697899358918,2.497028016255456,42.807964700630386,0.0,0.0,0.0,1.0
B,16.0,0.24993852896430294,0.2537680329220846,1.653168476251352,-0.04322979521404591,25.07374607316583,0.0,1.0,0.0,0.0
C,16.0,0.24993852896430294,0.2537680329220846,2.2986356037117304,2.15952960707034,27.034669841779785,1.1493180158311267,0.0,0.0,1.0
D,16.0,0.24993852896430294,0.2537680329220846,2.342374347358316,2.0261032250936353,26.345220677572016,0.75,0.0,0.0,1.0
A,17.0,0.32486802991533936,0.19849650807512365,5.5009072772027,2.8320563756492447,42.06340035171869,0.0,0.0,0.0,1.0
B,17.0,0.32486802991533936,0.19849650807512365,1.7004801108706147,0.568754475568042,25.5285366435863,0.0,0.0,0.0,0.0
C,17.0,0.32486802991533936,0.19849650807512365,2.557782200148665,2.310825248371117,28.338214841210853,0.8714860873608629,0.0,0.0,1.0
D,17.0,0.32486802991533936,0.19849650807512365,2.535554134671372,2.3194942580390716,28.23817312931134,0.75,0.0,0.0,1.0
A,18.0,0.31728038889570354,0.27634716493650563,5.570330151961883,2.963867952465847,42.6031955826538,0.0,0.0,0.0,1.0
B,18.0,0.31728038889570354,0.27634716493650563,1.725918704553692,1.208093087263265,24.988118767900602,0.0,0.0,0.0,1.0
C,18.0,0.31728038889570354,0.27634716493650563,6.747528992950208,1.984266533720941,37.204842403516174,0.9702671041632084,0.0,0.0,1.0
D,18.0,0.31728038889570354,0.27634716493650563,1.4541538035627752,1.3363442388018996,24.873183124681177,0.75,0.0,0.0,1.0
A,19.0,0.4033363550636,0.20488767443769904,5.604335896618565,3.121383352102356,41.884986830318645,0.0,0.0,0.0,1.0
B,19.0,0.4033363550636,0.20488767443769904,1.7480526137788388,1.5197235340559558,25.726967499999297,0.0,0.0,0.0,1.0
C,19.0,0.4033363550636,0.20488767443769904,7.401557476138336,2.263622487807396,38.4569713329072,1.1597947225036038,0.0,0.0,1.0
D,19.0,0.4033363550636,0.20488767443769904,1.402619821387134,1.5647133138129306,25.025170007612644,0.75,0.0,0.0,1.0
F,0.0,0.34629664396571924,0.19305933432986416,0.30181261837451245,-3.725643144707874,0.7927292506023179,0.0,1.0,0.0,0.0
F,1.0,0.23186691659574937,0.1590213142150343,0.30181261837451245,-7.266749468753048,0.7927292506023179,0.0,1.0,0.0,0.0
F,2.0,0.3801478859264523,0.2794743495861258,0.30181261837451245,-1.4051311549371661,0.7927292506023179,0.0,1.0,0.0,0.0
F,3.0,0.34047406894729854,0.2548443377962494,0.30181261837451245,-2.3513656486197476,0.7927292506023179,0.0,1.0,0.0,0.0
F,4.0,0.3283759983613612,0.2824737337570761,0.30181261837451245,-1.946494669814257,0.7927292506023179,0.0,1.0,0.0,0.0
F,5.0,0.3806438823913342,0.1571680544228679,0.30181261837451245,-4.063920785375657,0.7927292506023179,0.0,1.0,0.0,0.0
F,6.0,0.38862162110481335,0.16131390132105441,0.30181261837451245,-3.7995405545570407,0.7927292506023179,0.0,1.0,0.0,0.0
F,7.0,0.3640938457145493,0.18040811540898394,0.30181261837451245,-3.7457884197911966,0.7927292506023179,0.0,1.0,0.0,0.0
F,8.0,0.38973035309117826,0.22957238800147794,0.30181261837451245,-2.2100877499121054,0.7927292506023179,0.0,1.0,0.0,0.0
F,9.0,0.28154468298317786,0.2136091625289653,0.30181261837451245,-4.29220936216079,0.7927292506023179,0.0,1.0,0.0,0.0
F,10.0,0.22943737685992888,0.1735036723615414,0.30181261837451245,-6.738638084131608,0.7927292506023179,0.0,1.0,0.0,0.0
F,11.0,0.35275988762117705,0.2437822703555792,0.30181261837451245,-2.418910076975891,0.7927292506023179,0.0,1.0,0.0,0.0
F,12.0,0.34215394140440075,0.20836626329279714,0.30181261837451245,-3.3985716018562613,0.7927292506023179,0.0,1.0,0.0,0.0
F,13.0,0.41546430767152853,0.2886242695315253,0.30181261837451245,-0.8989952298449282,0.7927292506023179,0.0,1.0,0.0,0.0
F,14.0,0.3556240610202934,0.24422172673039452,0.30181261837451245,-2.37068980311048,0.7927292506023179,0.0,1.0,0.0,0.0
F,15.0,0.3561817722696205,0.20907103938279153,0.30181261837451245,-3.1544408941970232,0.7927292506023179,0.0,1.0,0.0,0.0
F,16.0,0.24993852896430294,0.2537680329220846,0.30181261837451245,-3.731179708908286,0.7927292506023179,0.0,1.0,0.0,0.0
F,17.0,0.32486802991533936,0.19849650807512365,0.30181261837451245,-3.95476852698566,0.7927292506023179,0.0,1.0,0.0,0.0
F,18.0,0.31728038889570354,0.27634716493650563,0.30181261837451245,-2.20740540624665,0.7927292506023179,0.0,1.0,0.0,0.0
F,19.0,0.4033363550636,0.20488767443769904,0.30181261837451245,-2.525731190812877,0.7927292506023179,0.0,1.0,0.0,0.0
