group,draw,alpha,beta,min_h_f,min_h_r,effort,rear_buffer,rear_end,front_collision,clears_dmin
C,10,0.22943737685992888,0.1735036723615414,1.5247521673834257,0.6775065908547759,25.30330508719642,1.3463537046711784,0,0,0
D,10,0.22943737685992888,0.1735036723615414,2.149700239625048,1.0059721989646278,26.444076146183505,0.5,0,0,1
C,11,0.35275988762117705,0.2437822703555792,1.5462066987981302,1.5407911039419986,25.57826935399672,0.8152529478605375,0,0,1
D,11,0.35275988762117705,0.2437822703555792,1.4962451969860666,1.4121967855817985,24.709931545180638,0.5,0,0,1
C,12,0.34215394140440075,0.20836626329279714,1.4692872211148114,1.1907680913696908,25.773820497266975,0.7267260686696216,0,0,1
D,12,0.34215394140440075,0.20836626329279714,1.4830521647665051,1.1543762978527212,25.532851458219987,0.5,0,0,1
C,13,0.41546430767152853,0.2886242695315253,8.387818656650524,2.475021517539048,38.73760076896838,1.460531463218323,0,0,1
D,13,0.41546430767152853,0.2886242695315253,1.515769884932169,1.8877926866196617,23.971720377984994,0.5,0,0,1
C,14,0.3556240610202934,0.24422172673039452,1.5522835131084776,1.5711310227064814,25.577050296041374,0.8350747265041276,0,0,1
D,14,0.3556240610202934,0.24422172673039452,1.4961380896408514,1.4335594947621928,24.646195743930985,0.5,0,0,1
C,15,0.3561817722696205,0.20907103938279153,1.4913510324317087,1.3508072977626426,25.766344182471144,0.8066643973209737,0,0,1
D,15,0.3561817722696205,0.20907103938279153,1.4790363714773918,1.2662984342017864,25.338211425719102,0.5,0,0,1
C,16,0.24993852896430294,0.2537680329220846,2.256302297225645,2.165436522900521,26.80098577906952,1.09897702374669,0,0,1
D,16,0.24993852896430294,0.2537680329220846,1.502699452260785,0.4648857116646212,25.7494440436922,0.5,0,0,0
C,17,0.32486802991533936,0.19849650807512365,1.4201418416115956,0.9088462937231725,25.82098930590641,0.6822291310412942,0,0,0
D,17,0.32486802991533936,0.19849650807512365,1.4855312301104107,0.9492186715786346,25.89556103371821,0.5,0,0,0
C,18,0.31728038889570354,0.27634716493650563,1.5047025005086567,1.4320204753369268,25.329623963662357,0.8304006562448125,0,0,1
D,18,0.31728038889570354,0.27634716493650563,1.5118606506093357,1.3234298649545764,24.62643018808467,0.5,0,0,1
C,19,0.4033363550636,0.20488767443769904,7.256392923117488,2.266324521531672,38.321040843206156,1.1146920837554057,0,0,1
D,19,0.4033363550636,0.20488767443769904,1.4632617678157231,1.545161361178259,24.654698914668785,0.5,0,0,1
F,0.0,0.34629664396571924,0.19305933432986416,0.30181261837451245,-3.725643144707874,0.7927292506023179,0.0,1.0,0.0,0.0
F,1.0,0.23186691659574937,0.1590213142150343,0.30181261837451245,-7.266749468753048,0.7927292506023179,0.0,1.0,0.0,0.0
F,2.0,0.3801478859264523,0.2794743495861258,0.30181261837451245,-1.4051311549371661,0.7927292506023179,0.0,1.0,0.0,0.0
F,3.0,0.34047406894729854,0.2548443377962494,0.30181261837451245,-2.3513656486197476,0.7927292506023179,0.0,1.0,0.0,0.0
F,4.0,0.3283759983613612,0.2824737337570761,0.30181261837451245,-1.946494669814257,0.7927292506023179,0.0,1.0,0.0,0.0
F,5.0,0.3806438823913342,0.1571680544228679,0.30181261837451245,-4.063920785375657,0.7927292506023179,0.0,1.0,0.0,0.0
F,6.0,0.38862162110481335,0.16131390132105441,0.30181261837451245,-3.7995405545570407,0.7927292506023179,0.0,1.0,0.0,0.0
F,7.0,0.3640938457145493,0.18040811540898394,0.30181261837451245,-3.7457884197911966,0.7927292506023179,0.0,1.0,0.0,0.0
F,8.0,0.38973035309117826,0.22957238800147794,0.30181261837451245,-2.2100877499121054,0.7927292506023179,0.0,1.0,0.0,0.0
F,9.0,0.28154468298317786,0.2136091625289653,0.30181261837451245,-4.29220936216079,0.7927292506023179,0.0,1.0,0.0,0.0
F,10.0,0.22943737685992888,0.1735036723615414,0.30181261837451245,-6.738638084131608,0.7927292506023179,0.0,1.0,0.0,0.0
F,11.0,0.35275988762117705,0.2437822703555792,0.30181261837451245,-2.418910076975891,0.7927292506023179,0.0,1.0,0.0,0.0
F,12.0,0.34215394140440075,0.20836626329279714,0.30181261837451245,-3.3985716018562613,0.7927292506023179,0.0,1.0,0.0,0.0
F,13.0,0.41546430767152853,0.2886242695315253,0.30181261837451245,-0.8989952298449282,0.7927292506023179,0.0,1.0,0.0,0.0
F,14.0,0.3556240610202934,0.24422172673039452,0.30181261837451245,-2.37068980311048,0.7927292506023179,0.0,1.0,0.0,0.0
F,15.0,0.3561817722696205,0.20907103938279153,0.30181261837451245,-3.1544408941970232,0.7927292506023179,0.0,1.0,0.0,0.0
F,16.0,0.24993852896430294,0.2537680329220846,0.30181261837451245,-3.731179708908286,0.7927292506023179,0.0,1.0,0.0,0.0
F,17.0,0.32486802991533936,0.19849650807512365,0.30181261837451245,-3.95476852698566,0.7927292506023179,0.0,1.0,0.0,0.0
F,18.0,0.31728038889570354,0.27634716493650563,0.30181261837451245,-2.20740540624665,0.7927292506023179,0.0,1.0,0.0,0.0
F,19.0,0.4033363550636,0.20488767443769904,0.30181261837451245,-2.525731190812877,0.7927292506023179,0.0,1.0,0.0,0.0
