group,draw,alpha,beta,min_h_f,min_h_r,effort,rear_buffer,rear_end,front_collision,clears_dmin
C,10,0.22943737685992888,0.1735036723615414,1.525379968594521,0.7922518755488568,25.91977430811236,1.6284716062282378,0,0,0
D,10,0.22943737685992888,0.1735036723615414,2.149700239625048,1.0059721989646278,26.444076146183505,0.5,0,0,1
C,11,0.35275988762117705,0.2437822703555792,6.592524966950052,2.0788452506691186,37.26103171808614,0.9203372638140499,0,0,1
D,11,0.35275988762117705,0.2437822703555792,1.4962451969860666,1.4121967855817985,24.709931545180638,0.5,0,0,1
C,12,0.34215394140440075,0.20836626329279714,1.4561637395191838,1.2012836478536713,25.809722237406774,0.8023014248928289,0,0,1
D,12,0.34215394140440075,0.20836626329279714,1.4830521647665051,1.1543762978527212,25.532851458219987,0.5,0,0,1
C,13,0.41546430767152853,0.2886242695315253,8.91909312959011,2.7368585319660355,39.45055193962264,1.7807086176244307,0,0,1
D,13,0.41546430767152853,0.2886242695315253,1.515769884932169,1.8877926866196617,23.971720377984994,0.5,0,0,1
C,14,0.3556240610202934,0.24422172673039452,6.7025076648976665,2.101634779649558,37.380857325763024,0.9467663020055035,0,0,1
D,14,0.3556240610202934,0.24422172673039452,1.4961380896408514,1.4335594947621928,24.646195743930985,0.5,0,0,1
C,15,0.3561817722696205,0.20907103938279153,6.5122927063371066,1.994319865514882,37.422614300843314,0.9088858630946317,0,0,1
D,15,0.3561817722696205,0.20907103938279153,1.4790363714773918,1.2662984342017864,25.338211425719102,0.5,0,0,1
C,16,0.24993852896430294,0.2537680329220846,2.454045348250247,2.226821932796355,27.889298860891486,1.2986360316622534,0,0,1
D,16,0.24993852896430294,0.2537680329220846,1.502699452260785,0.4648857116646212,25.7494440436922,0.5,0,0,0
C,17,0.32486802991533936,0.19849650807512365,1.4060112950001837,0.9107247524732855,25.824390447945035,0.7429721747217257,0,0,0
D,17,0.32486802991533936,0.19849650807512365,1.4855312301104107,0.9492186715786346,25.89556103371821,0.5,0,0,0
C,18,0.31728038889570354,0.27634716493650563,6.5482199020750045,2.0091700725012345,37.23930143479053,0.9405342083264168,0,0,1
D,18,0.31728038889570354,0.27634716493650563,1.5118606506093357,1.3234298649545764,24.62643018808467,0.5,0,0,1
C,19,0.4033363550636,0.20488767443769904,7.939388765100759,2.3392363533021694,38.928282215811855,1.3195894450072077,0,0,1
D,19,0.4033363550636,0.20488767443769904,1.4632617678157231,1.545161361178259,24.654698914668785,0.5,0,0,1
F,0.0,0.34629664396571924,0.19305933432986416,0.30181261837451245,-3.725643144707874,0.7927292506023179,0.0,1.0,0.0,0.0
F,1.0,0.23186691659574937,0.1590213142150343,0.30181261837451245,-7.266749468753048,0.7927292506023179,0.0,1.0,0.0,0.0
F,2.0,0.3801478859264523,0.2794743495861258,0.30181261837451245,-1.4051311549371661,0.7927292506023179,0.0,1.0,0.0,0.0
F,3.0,0.34047406894729854,0.2548443377962494,0.30181261837451245,-2.3513656486197476,0.7927292506023179,0.0,1.0,0.0,0.0
F,4.0,0.3283759983613612,0.2824737337570761,0.30181261837451245,-1.946494669814257,0.7927292506023179,0.0,1.0,0.0,0.0
F,5.0,0.3806438823913342,0.1571680544228679,0.30181261837451245,-4.063920785375657,0.7927292506023179,0.0,1.0,0.0,0.0
F,6.0,0.38862162110481335,0.16131390132105441,0.30181261837451245,-3.7995405545570407,0.7927292506023179,0.0,1.0,0.0,0.0
F,7.0,0.3640938457145493,0.18040811540898394,0.30181261837451245,-3.7457884197911966,0.7927292506023179,0.0,1.0,0.0,0.0
F,8.0,0.38973035309117826,0.22957238800147794,0.30181261837451245,-2.2100877499121054,0.7927292506023179,0.0,1.0,0.0,0.0
F,9.0,0.28154468298317786,0.2136091625289653,0.30181261837451245,-4.29220936216079,0.7927292506023179,0.0,1.0,0.0,0.0
F,10.0,0.22943737685992888,0.1735036723615414,0.30181261837451245,-6.738638084131608,0.7927292506023179,0.0,1.0,0.0,0.0
F,11.0,0.35275988762117705,0.2437822703555792,0.30181261837451245,-2.418910076975891,0.7927292506023179,0.0,1.0,0.0,0.0
F,12.0,0.34215394140440075,0.20836626329279714,0.30181261837451245,-3.3985716018562613,0.7927292506023179,0.0,1.0,0.0,0.0
F,13.0,0.41546430767152853,0.2886242695315253,0.30181261837451245,-0.8989952298449282,0.7927292506023179,0.0,1.0,0.0,0.0
F,14.0,0.3556240610202934,0.24422172673039452,0.30181261837451245,-2.37068980311048,0.7927292506023179,0.0,1.0,0.0,0.0
F,15.0,0.3561817722696205,0.20907103938279153,0.30181261837451245,-3.1544408941970232,0.7927292506023179,0.0,1.0,0.0,0.0
F,16.0,0.24993852896430294,0.2537680329220846,0.30181261837451245,-3.731179708908286,0.7927292506023179,0.0,1.0,0.0,0.0
F,17.0,0.32486802991533936,0.19849650807512365,0.30181261837451245,-3.95476852698566,0.7927292506023179,0.0,1.0,0.0,0.0
F,18.0,0.31728038889570354,0.27634716493650563,0.30181261837451245,-2.20740540624665,0.7927292506023179,0.0,1.0,0.0,0.0
F,19.0,0.4033363550636,0.20488767443769904,0.30181261837451245,-2.525731190812877,0.7927292506023179,0.0,1.0,0.0,0.0
